Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter
VH-3E501F50,OWN-D597F7CD,Great Wall,Steed,2023,Hatchback,Compliant,2022-10-23,2023-10-23,0.0,Agent,,Occasional Late,"Gweru, Bulawayo",Peri-urban,High,2,1,1.03,2.2,0.46,Cash,2024-01-23,457,0,0.0,23.39,1,1
VH-903B4AA4,OWN-D1772920,Ford,Everest,2017,Truck,Compliant,2024-07-10,2025-07-10,0.0,Online,OneMoney,Always Compliant,"Ruwa, Mashonaland West",Rural,High,2,0,0.0,4.0,0.566,Cash,2025-10-11,458,3,2.1,0.0,10,4
VH-1047852C,OWN-493658F9,Land Rover,Range Rover,2005,Hatchback,Compliant,2023-01-12,2024-01-12,,In-person,,Occasional Late,"Kadoma, Manicaland",Rural,Low,1,0,3.68,1.9,0.736,Cash,2024-08-04,5700,5,25.11,17.5,8,3
VH-2D0CD26C,OWN-49325234,Nissan,Navara,2005,Sedan,Compliant,2023-07-26,2024-07-25,4524.57,Agent,,Occasional Late,"Gweru, Matabeleland North",Urban,High,2,1,5.29,1.6,0.626,Online,2024-01-14,172,3,4.57,4.73,1,1
VH-A0B24EEF,OWN-ECBCEF1E,Isuzu,KB,2011,Minivan,Compliant,2022-07-13,2023-07-13,0.0,In-person,,Always Compliant,"Redcliff, Manicaland",Urban,Very High,3,1,5.2,3.2,0.661,Bank Transfer,2024-05-05,662,1,13.17,23.79,5,2
VH-679E6F34,OWN-0C32B748,Hyundai,i20,2017,Motorcycle,Compliant,2023-05-30,2024-05-29,0.0,Agent,,Always Compliant,"Kwekwe, Mashonaland Central",Peri-urban,High,1,0,2.97,2.4,0.271,Online,2024/04/24,330,3,4.66,0.56,4,2
VH-6CD54B97,OWN-3C4D8BA4,JAC,T6,2009,Minivan,Compliant,2022-06-20,2023-06-20,0.0,In-person,,Always Compliant,"Plumtree, Matabeleland South",Rural,Low,1,1,0.88,,0.272,Mobile Money,2024-04-09,659,4,3.59,6.95,4,2
VH-65E3ED7E,OWN-FADCD515,Nissan,Patrol,2022,Hatchback,Expired,2022-11-22,2022-04-25,0.0,In-person,,Always Compliant,"Mutare, Bulawayo",Rural,High,2,1,7.99,2.1,0.847,Mobile Money,2024-08-18,635,3,2.9,20.17,8,3
VH-CBDBB8D3,OWN-676B7B6D,Mitsubishi,L200,2004,Minivan,Compliant,2024-04-25,2025-04-25,0.0,Online,OneMoney,Always Compliant,"Hwange, Mashonaland East",Rural,Middle,1,0,0.0,4.1,0.982,Online,2025-07-18,449,5,19.55,0.0,7,3
VH-180BBC36,OWN-C12F490B,Mercedes-Benz,Actros,2007,Hatchback,Compliant,2023-07-12,2024/07/11,0.0,Agent,,Occasional Late,"Mutare, Mashonaland Central",Peri-urban,Middle,1,0,3.58,2.1,0.719,Mobile Money,2024-12-17,524,2,27.93,19.11,12,4
VH-0F332A7D,OWN-692E8646,Isuzu,MU-X,2011,Sedan,Compliant,2025-03-28,2026-03-28,0.0,Agent,,Always Compliant,"Bindura, Mashonaland Central",Peri-urban,High,3,0,3.58,,0.685,Bank Transfer,2025-08-26,151,0,0.0,19.02,8,3
VH-F8A59939,OWN-EF92F93D,Mazda,BT-50,2005,Motorcycle,Compliant,2022-12-06,2023-12-06,3441.46,Online,Zinara Portal,Always Compliant,"Kariba, Bulawayo",Peri-urban,Low,3,0,0.0,,0.046,Mobile Money,2023-12-20,379,5,11.12,0.0,12,4
VH-80CEB9EA,OWN-1B9DB959,Audi,Q7,2016,SUV,Compliant,2024-11-18,2025-11-18,2712.36,Agent,,Occasional Late,"Hwange, Midlands",Urban,Low,1,1,3.72,1.6,0.095,Bank Transfer,2025-02-05,79,4,5.4,12.69,2,1
VH-C37243A5,OWN-618AC451,Great Wall,Steed,2008,Motorcycle,Non-compliant,2023-12-31,2024-01-09,0.0,In-person,,Always Compliant,"Beitbridge, Matabeleland South",Rural,Very High,2,4,2.8,,0.648,Agent,2025-08-10,588,3,6.98,0.04,8,3
VH-D36CC084,OWN-F71A5A25,Great Wall,Wingle,2005,Hatchback,Compliant,2024-09-20,2025-09-20,0.0,In-person,,Always Compliant,"Kwekwe, Bulawayo",Urban,High,2,1,6.73,2.2,0.567,Bank Transfer,2025-08-21,335,5,17.66,3.52,8,3
VH-A1FD0A7A,OWN-CB4D3A08,Audi,Q7,2007,Truck,Expired,2022-11-09,2022-04-08,0.0,Agent,,Occasional Late,"Ruwa, Harare",Urban,Low,1,0,3.2,,0.087,Online,2024-03-15,492,1,0.79,18.63,3,1
VH-01406380,OWN-8D7517DA,Hyundai,Tucson,2015,Sedan,Compliant,2023/02/03,2024-02-03,3681.9,Online,Telecash,Frequently Non-compliant,"Zvishavane, Bulawayo",Peri-urban,Middle,3,0,0.0,3.1,0.126,Agent,2024-09-24,599,4,27.56,0.0,9,3
VH-8D4C954D,OWN-986A12BE,Nissan,Patrol,2003,Hatchback,Compliant,2024-05-10,2025-05-10,0.0,Agent,,Always Compliant,"Zvishavane, Midlands",Peri-urban,High,1,0,1.57,,0.222,Bank Transfer,2025-03-23,317,3,25.6,15.6,3,1
VH-1CF7DBC9,OWN-826C7CDD,Hyundai,Santa Fe,2000,Minivan,Compliant,2023-02-28,2024-02-28,2941.86,Agent,,Always Compliant,"Ruwa, Bulawayo",Peri-urban,Middle,3,4,6.02,1.3,0.056,Cash,2024-01-03,309,3,29.66,12.65,1,1
VH-AC7FD438,OWN-8EDE8771,Hyundai,Santa Fe,2014,SUV,Non-compliant,2023-07-24,2023-12-18,0.0,Online,Zinara Portal,Occasional Late,"Mutare, Matabeleland South",Peri-urban,High,1,1,0.0,3.8,0.088,Mobile Money,2024-03-30,250,3,9.53,0.0,3,1
VH-66172E7D,OWN-AEFD4B0D,Land Rover,Discovery,2022,Truck,Compliant,2023-04-27,2024-04-26,0.0,In-person,,Frequently Non-compliant,"Mutare, Masvingo",Peri-urban,Low,1,1,7.78,,0.522,Online,2024-09-06,498,5,10.13,12.64,9,3
VH-33015781,OWN-17DC231D,Haval,H6,2024,Truck,Compliant,2024-02-09,2025-02-08,0.0,Agent,,Occasional Late,"Ruwa, Masvingo",Peri-urban,Low,1,0,3.95,5.0,0.238,Agent,2025-05-03,449,4,23.94,12.32,5,2
VH-74088FCA,OWN-0A11E9B9,Volkswagen,Polo,2016,Pickup,Compliant,2022-02-13,2023-02-13,2606.83,Agent,,Occasional Late,"Chitungwiza, Matabeleland South",Peri-urban,Middle,1,1,2.03,3.0,0.374,Mobile Money,2023-12-25,680,0,0.0,16.58,12,4
VH-43AA5205,OWN-45A4A0DA,Toyota,Hilux,2022,SUV,Compliant,2025-02-21,2026-02-21,0.0,Agent,,Always Compliant,"Masvingo, Midlands",Rural,,1,0,7.49,4.6,0.567,Online,2025-04-01,39,0,0.0,21.4,4,2
VH-09D8D4AD,OWN-75028727,Ford,F-150,2013,Truck,Non-compliant,2022-12-24,2023-08-01,0.0,In-person,,Frequently Non-compliant,"Shurugwi, Harare",Urban,Low,1,2,5.08,3.3,0.271,Mobile Money,2024-08-06,591,3,18.14,1.63,8,3
VH-3A4B8426,OWN-55BD162D,Haval,H6,2016,Motorcycle,Non-compliant,2022-10-10,2022-12-15,0.0,Agent,,Always Compliant,"Kadoma, Matabeleland South",Peri-urban,Middle,1,3,1.1,4.5,0.455,Cash,2024-05-15,583,2,5.56,9.87,5,2
VH-181C10EE,OWN-218747CC,Haval,Jolion,2009,Minivan,Compliant,2023-07-02,2024-07-01,0.0,Online,Zinara Portal,Always Compliant,"Kwekwe, Masvingo",Rural,High,1,0,,1.7,0.445,Cash,2025/02/04,583,0,0.0,0.0,2,1
VH-8491B3A1,OWN-0776A2DF,Land Rover,Defender,2017,Motorcycle,Compliant,2024/02/12,2025-02-11,1364.29,Online,Innbucks,Frequently Non-compliant,"Victoria Falls, Mashonaland West",Peri-urban,,1,0,0.0,4.5,0.101,Bank Transfer,2024-08-26,196,0,0.0,0.0,8,3
VH-986F3CD2,OWN-74F7F676,Haval,H6,2016,Pickup,Non-compliant,2024-09-18,2024-11-13,0.0,Online,Telecash,Frequently Non-compliant,"Bulawayo, Matabeleland North",Peri-urban,High,1,2,,3.2,0.764,Online,2025/08/19,335,2,0.5,0.0,8,3
VH-3A1BCF7A,OWN-43BD2B91,Hyundai,Santa Fe,2009,Pickup,Non-compliant,2023-07-17,2024-07-06,0.0,In-person,,Always Compliant,"Redcliff, Masvingo",Rural,Low,1,0,2.24,,0.397,Bank Transfer,2024-11-08,4800,2,24.1,5.98,11,4
VH-DC2EAF7D,OWN-90EC4C66,Mitsubishi,L200,2023,Sedan,Expired,2023-02-12,2022-07-12,0.0,In-person,,Always Compliant,"Kariba, Mashonaland West",Peri-urban,Very High,2,1,0.93,3.8,0.721,Bank Transfer,2024-10-09,605,5,27.83,15.2,10,4
VH-8126283C,OWN-17DD8142,JAC,S2,2012,Pickup,Compliant,2023-02-14,2024-02-14,0.0,Agent,,Occasional Late,"Bindura, Bulawayo",Peri-urban,Middle,1,0,3.53,,0.057,Bank Transfer,2024/03/31,411,0,0.0,3.42,3,1
VH-792D2247,OWN-4C037099,Toyota,RAV4,2014,Motorcycle,Compliant,2024-11-26,2025-11-26,0.0,Agent,,Always Compliant,"Ruwa, Mashonaland West",Peri-urban,Low,4,0,5.6,1.6,0.373,Mobile Money,2025-09-14,2920,1,0.65,2.73,9,3
VH-0A7D322D,OWN-01ED59AD,Audi,A4,2017,SUV,Compliant,2025-05-14,2026-05-14,0.0,Online,Innbucks,Occasional Late,"Ruwa, Harare",Peri-urban,Low,4,1,0.0,,0.672,Mobile Money,2025-10-11,150,1,26.73,0.0,10,4
VH-D4AC61BB,OWN-7B15756B,Volkswagen,Golf,2024,SUV,Expired,2023/03/22,2022-07-21,,Online,Ecocash,Always Compliant,"Masvingo, Matabeleland North",Peri-urban,Middle,3,0,0.0,2.2,0.283,Cash,2024-09-05,533,5,29.31,0.0,9,3
VH-A88C14FA,OWN-9A0DD9F1,JAC,M1,2023,Sedan,Compliant,2023-03-15,2024-03-14,0.0,Online,OneMoney,Always Compliant,"Victoria Falls, Matabeleland North",Peri-urban,High,1,0,0.0,,0.696,Mobile Money,2024-01-31,322,2,4.13,0.0,1,1
VH-3D0580DF,OWN-2451B510,Haval,H6,2008,Pickup,Compliant,2023-03-12,2024-03-11,0.0,Online,OneMoney,Always Compliant,"Redcliff, Manicaland",Rural,Middle,1,0,0.0,3.1,0.241,Online,2024-04-16,401,2,8.54,0.0,4,2
VH-D79969D8,OWN-E7061E24,Foton,Sauvana,2015,Pickup,Non-compliant,2022/11/21,2023-09-24,3619.25,In-person,,Frequently Non-compliant,"Norton, Matabeleland North",Peri-urban,Very High,3,5,1.0,1.7,0.486,Bank Transfer,2024-03-21,486,3,29.06,21.0,3,1
VH-ED057F91,OWN-934D73AD,Great Wall,Steed,2016,Minivan,Non-compliant,2024-06-30,2024-06-04,,Agent,,Always Compliant,"Zvishavane, Matabeleland North",Rural,High,1,1,4.03,,0.209,Cash,2025-01-24,208,2,2.78,17.31,1,1
VH-3AE7AB58,OWN-C693DF3F,Audi,A3,2011,SUV,Compliant,2023-09-06,2024-09-05,0.0,Online,Telecash,Always Compliant,"Chitungwiza, Manicaland",Urban,Very High,2,0,0.0,2.7,0.509,Agent,2025-08-28,722,0,0.0,0.0,8,3
VH-A0FF14AC,OWN-835D3716,Volkswagen,Amarok,2013,Motorcycle,Compliant,2023-03-17,2024-03-16,0.0,Online,Ecocash,Always Compliant,"Bulawayo, Bulawayo",Peri-urban,High,2,0,0.0,1.3,0.134,Cash,2024-11-16,610,2,10.05,0.0,11,4
VH-A74C4AC8,OWN-595B4CCD,Land Rover,Range Rover,2015,Hatchback,Compliant,2023-08-02,2024-08-01,740.89,Agent,,Always Compliant,"Beitbridge, Mashonaland Central",Peri-urban,Low,1,0,5.87,,0.143,Agent,2024-05-02,274,4,15.57,0.76,5,2
VH-4A016A7A,OWN-F0CA4A2C,Great Wall,Hover,2014,Minivan,Compliant,2023/09/22,2024-09-21,0.0,In-person,,Frequently Non-compliant,"Marondera, Mashonaland West",Peri-urban,Low,1,0,2.22,1.3,0.792,Mobile Money,2024-06-30,282,3,11.71,19.48,6,2
VH-0158AD08,OWN-B73F4287,Volkswagen,Golf,2011,Hatchback,Compliant,2022/08/25,2023-08-25,0.0,Agent,,Always Compliant,"Hwange, Harare",Rural,High,3,0,,4.6,0.19,Online,2024-03-05,558,5,4.31,21.95,3,1
VH-135C1EB2,OWN-43E194C7,Hyundai,i10,2011,Hatchback,Compliant,2024-07-17,2025-07-17,2026.2,Agent,,Always Compliant,"Redcliff, Midlands",Rural,Low,3,0,4.43,2.2,0.72,Agent,2025-09-08,418,4,26.87,22.13,9,3
VH-0517A6C0,OWN-84C26E4E,Haval,Jolion,2015,SUV,Compliant,2024-11-12,2025-11-12,0.0,In-person,,Always Compliant,"Chinhoyi, Mashonaland East",Peri-urban,Low,2,0,5.65,2.0,0.567,Online,2025-03-06,114,4,15.47,16.45,3,1
VH-0D8FFD3C,OWN-2012085E,Honda,Civic,2001,SUV,Compliant,2023-08-01,2024-07-31,0.0,Online,Ecocash,Occasional Late,"Lupane, Bulawayo",Peri-urban,Low,1,0,0.0,3.7,0.165,Mobile Money,2025-06-21,690,3,0.24,0.0,6,2
VH-6CD54B97,OWN-BFC7B949,Great Wall,Hover,2015,Pickup,Compliant,2025-01-26,2026-01-26,920.73,Agent,,Always Compliant,"Chegutu, Bulawayo",Rural,Very High,2,0,2.31,,0.468,Agent,2025-09-23,2400,4,9.29,6.53,9,3
VH-BCF3DC3D,OWN-38F8EED8,Mercedes-Benz,Sprinter,2024,Sedan,Expired,2022-05-23,2021-11-22,0.0,Agent,,Always Compliant,"Kadoma, Manicaland",Urban,High,2,1,2.27,,0.423,Agent,2024-05-01,709,2,18.08,14.71,5,2
VH-D7C377A9,OWN-21850693,Great Wall,Wingle,2004,Truck,Compliant,2025-02-19,2026-02-19,1810.78,Online,Telecash,Always Compliant,"Kadoma, Bulawayo",Urban,,2,3,0.0,,0.477,Online,2025-08-20,182,2,3.33,0.0,8,3
VH-EE7D26DD,OWN-0B409243,Audi,Q7,2000,Minivan,Compliant,2022-02-24,2023-02-24,,In-person,,Occasional Late,"Bindura, Matabeleland North",Urban,,1,2,6.81,,0.95,Agent,2024-02-14,720,5,18.07,10.51,2,1
VH-8A9AB28E,OWN-1EFE3FD0,Mazda,CX-5,2003,Truck,Non-compliant,2024-11-10,2025-09-20,0.0,Agent,,Always Compliant,"Lupane, Masvingo",Rural,Very High,3,0,2.88,,0.427,Agent,2025-04-08,149,2,15.41,17.01,4,2
VH-17556A7D,OWN-F28732B8,Toyota,Corolla,2006,Motorcycle,Compliant,2022-06-12,2023-06-12,0.0,Agent,,Always Compliant,"Chegutu, Matabeleland South",Rural,Middle,1,0,,,0.306,Online,2023-11-11,517,5,0.2,5.65,11,4
VH-01A8CFBE,OWN-F48A2E0C,Chevrolet,Spark,2016,Motorcycle,Compliant,2022-10-30,2023-10-30,1572.44,Online,Telecash,Occasional Late,"Redcliff, Harare",Peri-urban,High,2,0,0.0,3.7,0.117,Cash,2024-09-11,682,5,18.92,0.0,9,3
VH-B704FD46,OWN-BA94E490,Volkswagen,Golf,2023,Minivan,Compliant,2023-08-14,2024-08-13,,In-person,,Always Compliant,"Gwanda, Mashonaland Central",Peri-urban,Very High,1,0,6.97,,0.538,Mobile Money,2025-04-30,625,1,3.83,1.32,4,2
VH-3CE328E6,OWN-5575DCBA,Mercedes-Benz,Actros,2023,SUV,Compliant,2023-09-12,2024-09-11,,In-person,,Always Compliant,"Bulawayo, Matabeleland South",Rural,Very High,1,0,2.69,1.1,0.092,Cash,2024-11-07,422,4,5.44,19.41,11,4
VH-D5F0B812,OWN-7210067A,Land Rover,Range Rover,2019,Minivan,Compliant,2024-07-21,2025-07-21,0.0,Online,Innbucks,Always Compliant,"Mutare, Bulawayo",Peri-urban,High,1,0,0.0,,0.465,Mobile Money,2025-09-25,431,0,0.0,0.0,9,3
VH-DC3CD176,OWN-7872F1C1,Kia,Sportage,2007,Motorcycle,Compliant,2024-10-12,2025-10-12,1999.91,Online,OneMoney,Occasional Late,"Chegutu, Harare",Urban,Low,4,0,0.0,4.4,0.275,Online,2024-11-26,45,5,29.12,0.0,11,4
VH-E05C9411,OWN-116F1268,Kia,Rio,2024,Motorcycle,Non-compliant,2023-03-16,2023-09-14,,Online,Innbucks,Occasional Late,"Chiredzi, Mashonaland West",Peri-urban,High,1,1,0.0,,0.166,Bank Transfer,2024-10-15,579,2,0.25,0.0,10,4
VH-04540505,OWN-636DE50F,Toyota,Corolla,2022,Sedan,Compliant,2023-08-03,2024-08-02,0.0,In-person,,Always Compliant,"Kadoma, Matabeleland North",Peri-urban,Middle,1,1,4.31,3.9,0.663,Bank Transfer,2024-06-05,307,5,6.69,11.54,6,2
VH-0C8217F6,OWN-85430479,Mitsubishi,Pajero,2006,Minivan,Compliant,2024-01-17,2025-01-16,0.0,Online,OneMoney,Occasional Late,"Masvingo, Mashonaland East",Peri-urban,Very High,1,0,,,0.019,Agent,2024-11-24,312,4,2.59,0.0,11,4
VH-8467B96D,OWN-EA152BDF,Mazda,323,2005,Minivan,Compliant,2023-05-12,2024-05-11,1115.47,Online,Innbucks,Always Compliant,"Shurugwi, Mashonaland East",Peri-urban,Low,1,4,0.0,3.6,0.389,Mobile Money,2025-03-10,6680,0,0.0,0.0,3,1
VH-C4016482,OWN-2CB1EDDD,Audi,Q5,2020,Truck,Compliant,2023-01-07,2024/01/07,0.0,In-person,,Frequently Non-compliant,"Plumtree, Matabeleland South",Urban,Middle,1,0,7.6,,0.725,Mobile Money,2024-06-12,522,1,14.74,15.97,6,2
VH-E5BCF175,OWN-43958259,Great Wall,Hover,2008,Truck,Compliant,2023-08-12,2024-08-11,0.0,Agent,,Always Compliant,"Zvishavane, Matabeleland South",Rural,High,3,0,5.86,3.5,0.161,Cash,2025-07-25,713,5,8.39,7.76,7,3
VH-6CD54B97,OWN-C7CC1178,Ford,Ranger,2015,Motorcycle,Non-compliant,2022/07/24,2022/07/13,0.0,In-person,,Always Compliant,"Beitbridge, Mashonaland Central",Urban,Very High,1,0,3.09,,0.627,Bank Transfer,2024/06/29,706,1,26.35,3.96,6,2
VH-976BD7E0,OWN-A9303687,Foton,View,2010,Pickup,Non-compliant,2024-07-23,2025-06-13,0.0,Agent,,Occasional Late,"Lupane, Midlands",Rural,,1,0,0.58,,0.82,Bank Transfer,2025-11-09,474,1,16.52,3.11,11,4
VH-7E263E9C,OWN-C0DF88D9,Nissan,X-Trail,2000,Pickup,Compliant,2023-03-11,2024-03-10,0.0,In-person,,Frequently Non-compliant,"Marondera, Matabeleland South",Peri-urban,Very High,1,0,7.91,4.9,0.135,Bank Transfer,2024/11/05,605,3,29.65,2.27,11,4
VH-3AD05555,OWN-4FAB6FD7,Hyundai,Tucson,2021,Pickup,Compliant,2024-03-09,2025-03-09,0.0,Agent,,Always Compliant,"Marondera, Masvingo",Rural,Middle,1,4,5.51,3.3,0.76,Mobile Money,2025-02-26,354,2,23.21,12.69,2,1
VH-714E50B5,OWN-0E47E904,Mercedes-Benz,Sprinter,2000,SUV,Compliant,2022-03-31,2023-03-31,0.0,In-person,,Occasional Late,"Chegutu, Matabeleland South",Urban,High,2,1,2.4,,0.348,Mobile Money,2023-11-16,595,2,29.43,21.96,11,4
VH-5BF7D445,OWN-DDC29A59,Mercedes-Benz,Sprinter,2019,Motorcycle,Non-compliant,2024/01/19,2024-08-02,0.0,Online,Innbucks,Frequently Non-compliant,"Lupane, Manicaland",Peri-urban,Middle,1,0,,,0.557,Cash,2025-05-26,493,5,14.21,0.0,5,2
VH-120F47BE,OWN-636588C1,Foton,View,2021,Sedan,Compliant,2025-02-20,2026/02/20,0.0,In-person,,Frequently Non-compliant,"Mutare, Harare",Urban,High,1,0,4.24,,0.627,Online,2025-05-15,84,4,8.16,12.68,5,2
VH-B6726A72,OWN-DFC12347,Toyota,Corolla,2000,Motorcycle,Compliant,2022-01-23,2023-01-23,0.0,Online,Zinara Portal,Always Compliant,"Harare, Bulawayo",Urban,High,4,2,0.0,4.6,0.835,Bank Transfer,2023-12-07,683,1,3.27,0.0,12,4
VH-B6C40795,OWN-5826E016,Great Wall,Steed,2002,Hatchback,Expired,2024-03-22,2023-11-15,0.0,Agent,,Always Compliant,"Gweru, Matabeleland North",Peri-urban,High,1,4,3.33,,0.904,Bank Transfer,2025-02-10,325,5,24.86,4.95,2,1
VH-7DC51F1B,OWN-4EED18D9,Hyundai,i10,2019,Motorcycle,Non-compliant,2022-05-11,2022-06-03,0.0,In-person,,Occasional Late,"Beitbridge, Mashonaland East",Peri-urban,Low,3,5,5.02,,0.522,Mobile Money,2024-02-04,6340,5,11.28,10.13,2,1
VH-20C11CB2,OWN-5C5632B1,Haval,H9,2017,Minivan,Compliant,2025-03-14,2026-03-14,0.0,In-person,,Frequently Non-compliant,"Lupane, Midlands",Peri-urban,Middle,2,1,,3.7,0.675,Bank Transfer,2025-08-29,168,5,12.73,18.83,8,3
VH-BD2A9A37,OWN-79673D9F,Land Rover,Discovery,2009,Hatchback,Non-compliant,2023-04-12,2024-02-15,0.0,Agent,,Occasional Late,"Shurugwi, Masvingo",Peri-urban,Middle,2,3,3.75,,0.902,Agent,2024-08-06,482,0,0.0,17.58,8,3
VH-35BABAB3,OWN-DCD5EA94,Kia,Sorento,2006,Minivan,Compliant,2023-07-25,2024-07-24,0.0,In-person,,Always Compliant,"Shurugwi, Mashonaland Central",Peri-urban,Middle,1,0,7.45,2.4,0.052,Mobile Money,2025-03-25,609,5,24.57,21.71,3,1
VH-9AF00FF9,OWN-83237049,Land Rover,Discovery,2012,Sedan,Compliant,2023-11-25,2024-11-24,0.0,Agent,,Always Compliant,"Shurugwi, Mashonaland West",Urban,Very High,2,0,4.35,3.0,0.887,Mobile Money,2024-07-27,245,5,23.27,22.62,7,3
VH-49613E3E,OWN-FE6ED54D,Haval,Jolion,2011,Truck,Compliant,2025-01-04,2026-01-04,0.0,Online,Zinara Portal,Always Compliant,"Lupane, Matabeleland North",Peri-urban,Very High,2,0,0.0,,0.695,Bank Transfer,2025-03-31,86,5,0.3,0.0,3,1
VH-46E1C0B8,OWN-CAA58FC5,Honda,Civic,2021,Minivan,Non-compliant,2024-04-15,2024-08-13,0.0,Agent,,Always Compliant,"Chiredzi, Bulawayo",Peri-urban,High,2,0,0.52,,0.703,Mobile Money,2025-03-24,343,2,18.29,15.15,3,1
VH-9610DFC8,OWN-516A6163,Haval,H9,2007,Truck,Non-compliant,2023-12-01,2024-03-08,566.63,Online,OneMoney,Always Compliant,"Kadoma, Masvingo",Peri-urban,Very High,1,1,0.0,1.7,0.665,Online,2025-09-22,661,0,0.0,0.0,9,3
VH-B65E7524,OWN-33A3E4A9,Mercedes-Benz,Actros,2003,Truck,Compliant,2022-02-21,2023-02-21,0.0,In-person,,Always Compliant,"Zvishavane, Masvingo",Peri-urban,High,2,0,2.51,,0.045,Online,2023-12-17,664,4,25.99,13.21,12,4
VH-23BF8D41,OWN-883E6813,Toyota,Fortuner,2005,Sedan,Compliant,2024-07-27,2025-07-27,0.0,In-person,,Always Compliant,"Masvingo, Bulawayo",Rural,Low,1,0,7.01,2.9,0.707,Online,2024-09-28,63,2,12.23,22.65,9,3
VH-9B065A95,OWN-3685DB82,Land Rover,Discovery,2010,Sedan,Expired,2023-10-21,2022-12-24,0.0,Online,Telecash,Always Compliant,"Kwekwe, Mashonaland Central",Urban,Low,1,1,0.0,,0.69,Cash,2024-11-26,402,1,6.98,0.0,11,4
VH-F64EB935,OWN-4605197A,Kia,Rio,2016,Pickup,Compliant,2024-03-20,2025-03-20,0.0,Online,Zinara Portal,Always Compliant,"Marondera, Harare",Urban,Low,5,2,0.0,2.6,0.461,Cash,2025-01-12,298,5,13.05,0.0,1,1
VH-608E3596,OWN-C89FB8F3,Kia,Picanto,2015,Hatchback,Compliant,2023-12-14,2024-12-13,,Agent,,Always Compliant,"Chiredzi, Bulawayo",Urban,,2,0,2.56,1.1,0.017,Agent,2024-12-28,380,1,28.9,17.64,12,4
VH-51B4FB7E,OWN-1BB55B22,Nissan,Patrol,2008,Sedan,Compliant,2023-01-23,2024-01-23,0.0,In-person,,Always Compliant,"Zvishavane, Mashonaland Central",Rural,Very High,1,0,1.59,3.3,0.866,Cash,2023-11-12,293,2,29.38,5.65,11,4
VH-2120572E,OWN-F4DB5726,JAC,S2,2024,Pickup,Compliant,2023-11-21,2024-11-20,0.0,Online,Zinara Portal,Always Compliant,"Gwanda, Harare",Rural,Very High,3,0,0.0,4.8,0.659,Cash,2025-08-01,619,1,9.53,0.0,8,3
VH-C8972A28,OWN-4AE65C0C,Mercedes-Benz,Actros,2017,Pickup,Non-compliant,2023-10-06,2023-12-01,3556.01,In-person,,Always Compliant,"Chegutu, Matabeleland North",Rural,Middle,1,1,4.33,,0.239,Bank Transfer,2025-07-19,652,0,0.0,12.3,7,3
VH-729EBCD7,OWN-F73607D5,Mitsubishi,Outlander,2011,Sedan,Compliant,2023-05-25,2024-05-24,0.0,Agent,,Always Compliant,"Bindura, Matabeleland North",Rural,,1,0,5.15,4.5,0.237,Agent,2024-08-06,439,4,3.69,17.56,8,3
VH-4BA63A97,OWN-C086DB73,Land Rover,Defender,2002,Truck,Compliant,2022-12-18,2023-12-18,0.0,Online,Innbucks,Occasional Late,"Masvingo, Mashonaland West",Peri-urban,Low,3,5,0.0,3.8,0.575,Online,2024-05-02,5010,2,23.8,0.0,5,2
VH-5CE2ED2D,OWN-BC8FD625,Foton,Tunland,2024,Motorcycle,Compliant,2022-07-23,2023-07-23,0.0,Agent,,Always Compliant,"Bindura, Matabeleland South",Urban,Middle,3,0,3.4,,0.13,Cash,2024-02-24,581,0,0.0,5.09,2,1
VH-0E9C5132,OWN-5F2F9566,Kia,Rio,2020,Motorcycle,Compliant,2024-09-17,2025-09-17,4535.76,Agent,,Occasional Late,"Gwanda, Matabeleland North",Urban,Middle,1,0,2.0,,0.251,Agent,2025-05-27,252,2,29.98,22.41,5,2
VH-1A9C663D,OWN-829E486B,Foton,Sauvana,2008,Pickup,Compliant,2023-09-06,2024-09-05,0.0,Agent,,Always Compliant,"Chegutu, Midlands",Urban,Low,1,0,2.52,1.1,0.691,Mobile Money,2024-07-21,319,2,6.51,13.9,7,3
VH-66B892D2,OWN-BDF8632F,Honda,Accord,2009,Motorcycle,Compliant,2024-05-24,2025-05-24,0.0,In-person,,Frequently Non-compliant,"Chinhoyi, Matabeleland South",Urban,Very High,1,0,6.15,,0.136,Bank Transfer,2024-10-22,151,0,0.0,17.85,10,4
VH-6A9A10EA,OWN-16411715,Chevrolet,Spark,2013,Pickup,Compliant,2022-08-06,2023-08-06,0.0,Online,OneMoney,Always Compliant,"Kwekwe, Mashonaland West",Rural,Very High,5,0,0.0,3.2,0.476,Agent,2023-11-18,469,4,7.51,0.0,11,4
VH-7A0CE7F0,OWN-832EB25E,Honda,Fit,2003,Truck,Expired,2025-02-04,2024-08-22,0.0,Online,Zinara Portal,Always Compliant,"Kwekwe, Matabeleland South",Rural,Middle,1,1,0.0,1.0,0.502,Mobile Money,2025-03-11,35,1,29.95,0.0,3,1
